primary_label,support,same_col,best_col,remapped,strength,same_auc,best_auc,same_corr,best_corr
517063,307,57,12,True,0.88,0.568148,0.70643425,0.11082121,0.37781757
555123,0,58,58,False,0.0,,,,
555145,0,59,59,False,0.0,,,,
555146,203,60,60,False,0.0,0.9405941,0.9405941,0.74782974,0.74782974
64898,0,61,61,False,0.0,,,,
65377,9,62,135,True,0.88,0.21538706,0.959148,-0.10238826,0.266499
65380,333,63,63,False,0.0,0.92655057,0.92655057,0.7112047,0.7112047
66971,149,64,64,False,0.0,0.858244,0.87585694,0.5364317,0.56838983
67107,9,65,6,True,0.88,0.42187253,0.9885551,-0.021144949,0.39852795
67252,2,66,66,False,0.0,0.9575071,0.99787533,0.3168028,0.19425417
70711,0,67,67,False,0.0,,,,
738183,0,68,68,False,0.0,,,,
74113,2,69,103,True,0.88,0.23371105,0.96458924,-0.039499115,0.16051552
74580,0,70,70,False,0.0,,,,
760266,0,71,71,False,0.0,,,,
ashgre1,0,72,72,False,0.0,,,,
astcra1,0,73,73,False,0.0,,,,
bafcur1,9,74,111,True,0.88,0.55142266,0.9839453,-0.0043868297,0.6799314
baffal1,0,75,75,False,0.0,,,,
banana,0,76,76,False,0.0,,,,
barant1,0,77,77,False,0.0,,,,
batbel1,0,78,78,False,0.0,,,,
baymac,0,79,79,False,0.0,,,,
bbwduc,0,80,80,False,0.0,,,,
bcwfin2,0,81,81,False,0.0,,,,
bkcdon,0,82,82,False,0.0,,,,
bkhpar,0,83,83,False,0.0,,,,
blchaw1,0,84,84,False,0.0,,,,
blheag1,0,85,85,False,0.0,,,,
blttit1,0,86,86,False,0.0,,,,
bncfly,0,87,87,False,0.0,,,,
bobfly1,0,88,88,False,0.0,,,,
brcmar1,0,89,89,False,0.0,,,,
brnowl,0,90,90,False,0.0,,,,
bucmot4,0,91,91,False,0.0,,,,
bucpar,0,92,92,False,0.0,,,,
bufpar,14,93,93,False,0.0,0.99722105,0.99722105,0.66381377,0.66381377
bunibi1,2,94,10,True,0.88,0.54320115,0.96742207,0.002197058,0.15998203
burowl,0,95,95,False,0.0,,,,
camfli1,0,96,96,False,0.0,,,,
chacha1,63,97,97,False,0.0,0.94521964,0.94521964,0.6145089,0.6145089
chbmoc1,0,98,98,False,0.0,,,,
chobla1,0,99,99,False,0.0,,,,
chvcon1,35,100,100,False,0.0,0.9782636,0.9782636,0.7955713,0.7955713
cibspi1,0,101,101,False,0.0,,,,
coffal1,0,102,102,False,0.0,,,,
compau,37,103,103,False,0.0,0.9584726,0.9584726,0.5629435,0.5629435
compot1,3,104,124,True,0.88,0.78486997,0.96264774,0.05115238,0.16035482
crbthr1,0,105,105,False,0.0,,,,
crebec1,0,106,106,False,0.0,,,,
dwatin1,0,107,107,False,0.0,,,,
epaori4,0,108,108,False,0.0,,,,
eulfly1,0,109,109,False,0.0,,,,
fabwre1,0,110,110,False,0.0,,,,
fepowl,0,111,111,False,0.0,,,,
ficman1,0,112,112,False,0.0,,,,
flawar1,0,113,113,False,0.0,,,,
fotfly,0,114,114,False,0.0,,,,
fusfly1,3,115,199,True,0.66918015,0.8680851,0.97825056,0.071178384,0.14013663
gilhum1,0,116,116,False,0.0,,,,
giwrai1,0,117,117,False,0.0,,,,
glteme1,0,118,118,False,0.0,,,,
grasal3,0,119,119,False,0.0,,,,
greani1,0,120,120,False,0.0,,,,
greant1,0,121,121,False,0.0,,,,
greela,0,122,122,False,0.0,,,,
grekis,0,123,123,False,0.0,,,,
grepot1,0,124,124,False,0.0,,,,
gretho2,0,125,125,False,0.0,,,,
greyel,0,126,126,False,0.0,,,,
grfdov1,0,127,127,False,0.0,,,,
grhtan1,0,128,128,False,0.0,,,,
gycwor1,0,129,129,False,0.0,,,,
horscr1,0,130,130,False,0.0,,,,
houspa,0,131,131,False,0.0,,,,
hyamac1,10,132,132,False,0.0,0.9568768,0.99856734,0.2751682,0.6570001
larela1,0,133,133,False,0.0,,,,
lesela1,0,134,134,False,0.0,,,,
lesgrf1,0,135,135,False,0.0,,,,
limpki,3,136,136,False,0.0,0.7423168,0.96217495,0.15010495,0.14910398
linwoo1,0,137,137,False,0.0,,,,
litcuc2,0,138,138,False,0.0,,,,
litnig1,37,139,139,False,0.0,0.83900595,0.8957586,0.5511192,0.41136852
mabpar,0,140,140,False,0.0,,,,
magant1,5,141,185,True,0.88,0.6916074,0.9487909,0.015938895,0.15889703
magtan2,0,142,142,False,0.0,,,,
masgna1,0,143,143,False,0.0,,,,
nacnig1,11,144,103,True,0.8153529,0.8664406,0.9710447,0.18113054,0.38394898
ocecra1,0,145,145,False,0.0,,,,
oliwoo1,0,146,146,False,0.0,,,,
orbtro3,0,147,147,False,0.0,,,,
orwpar,13,148,148,False,0.0,0.9610404,0.9610404,0.31053698,0.31053698
osprey,0,149,149,False,0.0,,,,
pabspi1,0,150,150,False,0.0,,,,
palhor3,0,151,151,False,0.0,,,,
paltan1,0,152,152,False,0.0,,,,
phecuc1,0,153,153,False,0.0,,,,
picpig2,0,154,154,False,0.0,,,,
pirfly1,0,155,155,False,0.0,,,,
plasla1,0,156,156,False,0.0,,,,
platyr1,0,157,157,False,0.0,,,,
plcjay1,0,158,158,False,0.0,,,,
pluibi1,0,159,159,False,0.0,,,,
purjay1,5,160,226,True,0.88,0.744239,0.97496444,0.06689177,0.17599523
pvttyr1,0,161,161,False,0.0,,,,
ragmac1,0,162,162,False,0.0,,,,
rebscy1,0,163,163,False,0.0,,,,
recfin1,0,164,164,False,0.0,,,,
redjun,12,165,141,True,0.88,0.34398946,0.87595785,-0.058552384,0.21611424
relser1,0,166,166,False,0.0,,,,
rinkin1,0,167,167,False,0.0,,,,
rivwar1,0,168,168,False,0.0,,,,
roahaw,0,169,169,False,0.0,,,,
rubthr1,0,170,170,False,0.0,,,,
rufcac2,0,171,171,False,0.0,,,,
rufcas2,0,172,172,False,0.0,,,,
rufgna3,0,173,173,False,0.0,,,,
rufhor2,4,174,174,False,0.0,0.9889915,0.9953835,0.28167817,0.42708746
rufnig1,0,175,175,False,0.0,,,,
ruftho1,0,176,176,False,0.0,,,,
ruftof1,0,177,177,False,0.0,,,,
rumfly1,0,178,178,False,0.0,,,,
ruther1,1,179,179,False,0.0,,,,
rutjac1,1,180,180,False,0.0,,,,
sabspa1,0,181,181,False,0.0,,,,
saffin,0,182,182,False,0.0,,,,
saytan1,0,183,183,False,0.0,,,,
scadov1,0,184,184,False,0.0,,,,
schpar1,0,185,185,False,0.0,,,,
scther1,0,186,186,False,0.0,,,,
shcfly1,0,187,187,False,0.0,,,,
shshaw,0,188,188,False,0.0,,,,
shtnig1,0,189,189,False,0.0,,,,
sibtan2,1,190,190,False,0.0,,,,
smbani,0,191,191,False,0.0,,,,
smbtin1,0,192,192,False,0.0,,,,
sobcac1,0,193,193,False,0.0,,,,
sobtyr1,0,194,194,False,0.0,,,,
socfly1,0,195,195,False,0.0,,,,
sofspi1,0,196,196,False,0.0,,,,
souant1,0,197,197,False,0.0,,,,
soulap1,0,198,198,False,0.0,,,,
souscr1,0,199,199,False,0.0,,,,
spbant3,0,200,200,False,0.0,,,,
spispi1,0,201,201,False,0.0,,,,
sptnig1,0,202,202,False,0.0,,,,
squcuc1,0,203,203,False,0.0,,,,
stbwoo2,0,204,204,False,0.0,,,,
strcuc1,0,205,205,False,0.0,,,,
strher2,2,206,10,True,0.88,0.51983005,0.97804534,0.00055483496,0.18389156
strowl1,0,207,207,False,0.0,,,,
swthum1,0,208,208,False,0.0,,,,
swtman1,0,209,209,False,0.0,,,,
tattin1,0,210,210,False,0.0,,,,
thlwre1,0,211,211,False,0.0,,,,
toctou1,0,212,212,False,0.0,,,,
trokin,0,213,213,False,0.0,,,,
trsowl,26,214,9,True,0.88,0.5186104,0.86171895,0.11383484,0.44750848
undtin1,43,215,215,False,0.0,0.7596083,0.7596083,0.42142835,0.42142835
varant1,0,216,216,False,0.0,,,,
watjac1,0,217,217,False,0.0,,,,
wesfie1,0,218,218,False,0.0,,,,
wfwduc1,1,219,219,False,0.0,,,,
whbant2,0,220,220,False,0.0,,,,
whbwar2,0,221,221,False,0.0,,,,
whiwoo1,0,222,222,False,0.0,,,,
whlspi1,0,223,223,False,0.0,,,,
whnjay1,0,224,224,False,0.0,,,,
whtdov,63,225,225,False,0.0,0.97216684,0.9775809,0.7202321,0.6530362
whwpic1,0,226,226,False,0.0,,,,
y00678,0,227,227,False,0.0,,,,
yebcar,0,228,228,False,0.0,,,,
yebela1,0,229,229,False,0.0,,,,
yecmac,0,230,230,False,0.0,,,,
yecpar,0,231,231,False,0.0,,,,
yehcar1,0,232,232,False,0.0,,,,
yeofly1,0,233,233,False,0.0,,,,
